Post URI,Content,Author,Timestamp,Likes,Replies,Reposts,keyword,sentiment_score,sentiment,month
at://did:plc:ppoirrgbgedz2beuxyyalaqx/app.bsky.feed.post/3lwg6j3gnjz23,WIX Fuel Filter for 2009-2011 International Harvester LoneStar 15.0L L6 – uz-Maintaining a reliable fuel filtration system is critical for the performance - https://carpartsmotors.com/air-fuel-delivery/car-truck-fuel-filters/wix-fuel-filter-for-2009-2011-international-harvester-lonestar-15-0l-l6-uz/,carpartsmotors.com,2025-08-15 06:01:15.206000+00:00,0,0,0,longevity,-0.3182,Negative,2025-08
at://did:plc:ppoirrgbgedz2beuxyyalaqx/app.bsky.feed.post/3lwg6izl3dr2x,WIX Fuel Filter for 1998-2003 Chevrolet C7500 Kodiak 7.2L L6 – Gas lx-Maintaining the fuel system of your 1998-2003 Chevrolet C7500 Kodiak 7.2L L6 gas engine is c- https://carpartsmotors.com/air-fuel-delivery/car-truck-fuel-filters/wix-fuel-filter-for-1998-2003-chevrolet-c7500-kodiak-7-2l-l6-gas-lx/,carpartsmotors.com,2025-08-15 06:01:13.403000+00:00,0,0,0,longevity,0.0,Neutral,2025-08
at://did:plc:ppoirrgbgedz2beuxyyalaqx/app.bsky.feed.post/3lwg6ivpwvz2x,"FUEL FILTER KC 218 FOR OM 353.904 5.7L 6cyl-Choosing the right fuel filter is crucial for maintaining the performance and longevity of diesel engines, especially for models like the OM 3- https://carpartsmotors.com/air-fuel-delivery/car-truck-fuel-filters/fuel-filter-kc-218-for-om-353-904-5-7l-6cyl/",carpartsmotors.com,2025-08-15 06:01:09.203000+00:00,0,0,0,longevity,0.4144,Positive,2025-08
at://did:plc:ppoirrgbgedz2beuxyyalaqx/app.bsky.feed.post/3lwg6itsus62q,23304-EV023 Fuel Filter for Hino 238 258 338 Spin-On FF42102 WF10434 600434-Maintaining a clean and efficient fuel system is critical for the performance - https://carpartsmotors.com/air-fuel-delivery/car-truck-fuel-filters/23304-ev023-fuel-filter-for-hino-238-258-338-spin-on-ff42102-wf10434-600434/,carpartsmotors.com,2025-08-15 06:01:07.307000+00:00,0,0,0,longevity,0.4939,Positive,2025-08
at://did:plc:yafw4da6djxmpmwzvadxonkj/app.bsky.feed.post/3lwfy6devjk2d,I do that but I’m also thinking longevity and posterity of me recording in my handwriting.,iamvictorious.bsky.social,2025-08-15 04:07:51.705000+00:00,1,1,0,longevity,0.0,Neutral,2025-08
at://did:plc:kpbc72v5g6gokoc26haqn2im/app.bsky.feed.post/3lwfvps5i4y24,"Key roles of Drosophila flavin-containing monooxygenases in lipid metabolism and longevity
#Drosophila",fly-broadcast.bsky.social,2025-08-15 03:23:56.105000+00:00,0,0,0,longevity,0.0,Neutral,2025-08
at://did:plc:kvuopywige3qwxyfwj6wbwc6/app.bsky.feed.post/3lwfvfs5b722l,"Hospice in Sevastopol: professional palliative care for cancer patients | Longevity
oldness.ru/uslugi/hospi...",riyad1734.bsky.social,2025-08-15 03:18:21.405000+00:00,0,0,0,longevity,-0.296,Negative,2025-08
at://did:plc:ab3oibwqy7iytccuj3ea2guc/app.bsky.feed.post/3lwfvcvfan22l,"""For that dichotomy to be achieved, where content that is not suitable for children is cleanly separated from what is, it concerns of the scope of such endeavor is of need of a specification with its longevity equivalent to that of the  Holy Bible""
Sorry I don't speak legalese.",rockywanker.bsky.social,2025-08-15 03:16:43.709000+00:00,0,0,0,longevity,-0.0772,Negative,2025-08
at://did:plc:w3vxsvpvi5ca6yxcsuotws2v/app.bsky.feed.post/3lwfu6zialc23,"The YouTube thing is in fact stupid

But I find it kinda frustrating that ""account longevity"" was stated as a factor in determining age and everyone just decided to gloss over it

Guys I don't think you're gonna get hit by the AI if your account's like a decade old",gw3nproject.bsky.social,2025-08-15 02:56:40.307000+00:00,2,0,0,longevity,-0.3314,Negative,2025-08
at://did:plc:xeghvum2dyglnow3u4typyyv/app.bsky.feed.post/3lwfrneqvz22h,"This is a great piece of Gratzia Gonzo journalism about longevity clinics, which sound *nuts*",badsocialism.bsky.social,2025-08-15 02:11:01.201000+00:00,9,0,1,longevity,0.6249,Positive,2025-08
at://did:plc:as765l7z4vfx3g7xwhfv67eh/app.bsky.feed.post/3lwfqzzgtik24,"Discover why spinach is a nutrient-packed longevity star, helping protect your heart, brain and gut for a longer, healthier life.",eatingwell.com,2025-08-15 02:00:11.910000+00:00,0,0,0,longevity,0.5859,Positive,2025-08
at://did:plc:332axkbagdqt2s4a6dzqzicu/app.bsky.feed.post/3lwfomxghyc2t,Good for Weird Al for having the longevity to appear in both original and rebooted Naked Guns,misterpatches.bsky.social,2025-08-15 01:17:05.908000+00:00,27,1,0,longevity,0.5423,Positive,2025-08
at://did:plc:qw262fidqqagjm4foisra4zp/app.bsky.feed.post/3lwfnasuxqk2x,"(Which again comes back to ""this mentality of the zero-sum game is the product of a world where that was palpably most peoples' experiences; we already live in unimaginable nigh-godlike abundance to the vast majority of all human history w/o immortality even being a factor, just longevity"")",loudpenitent.bsky.social,2025-08-15 00:52:24.202000+00:00,2,0,0,longevity,0.0,Neutral,2025-08
at://did:plc:xlulqhjwqq6alvjkht57sbm5/app.bsky.feed.post/3lwfljn5bpa2t,"Steve Kerr credits Steph Curry for Warriors coaching longevity – NBC Sports Bay Area & California

https://www.rawchili.com/nba/231211/

The relationship between a player and coach is special, but Steve Kerr is extra grateful for his bond…",rawnba.bsky.social,2025-08-15 00:21:32.805000+00:00,0,0,0,longevity,0.765,Positive,2025-08
at://did:plc:63w6w3iq7cbwwpsgo5wd6ngp/app.bsky.feed.post/3lwfkm33yhk2s,"introduce him as character with the potential 4 longevity but still wonder why he isn’t resonating
Bc they have no plan/purpose/goal outside of be with Trina & can’t work out why they’re not working
The main issue isn’t the couple or acting or that Kai=new/no canvas ties
It’s a fundamental

2/3",hawksian-woman.bsky.social,2025-08-15 00:05:00.538000+00:00,1,1,1,longevity,-0.4215,Negative,2025-08
at://did:plc:td3up24yddmogy63ombh3t4d/app.bsky.feed.post/3lwfkf6gtqd2q,"🔬New research on engineered telomerase RNA and polygenic scores sheds light on telomere biology, enhancing our understanding of chromosome protection and its impacts on longevity. Link: https://tinyurl.com/2cwgr79x #GeneticResearch #TelomereHealth #Biotechnology 🧬",earthlens.bsky.social,2025-08-15 00:01:09.110000+00:00,0,0,0,longevity,0.0,Neutral,2025-08
at://did:plc:rge26brap7xlmiyqwndv2mt5/app.bsky.feed.post/3lwfjv2tork2l,"There's a conspiracy?
'Parrish and six colleagues disagreed with the retraction, according to the notice, published Monday. The retraction “feels like part of the ongoing effort to block real longevity science from reaching the public,” Parrish told RW'
retractionwatch.com/2025/08/13/g...",cyrilpedia.bsky.social,2025-08-14 23:52:20.707000+00:00,9,4,2,longevity,-0.6486,Negative,2025-08
at://did:plc:j4oa4z52xdp3fezdtzxa235d/app.bsky.feed.post/3lwfjarw7ns27,My grandmother was living with my mother at age 83 when she decided nothing radical to prolong life. Our family has always prioritized quality of life over longevity. So sorry and hugs.,stumpylegsatx.bsky.social,2025-08-14 23:40:48.107000+00:00,2,0,0,longevity,0.4349,Positive,2025-08
at://did:plc:h4dot2tbbjpzd47bqefrfxmz/app.bsky.feed.post/3lwfitwhctk27,"While some of the other advanced world economies have fared slightly better than the US, the truth is that longevity and health are beginning to stall throughout the developed world.",robertlustigmd.bsky.social,2025-08-14 23:33:37.105000+00:00,1,1,1,longevity,0.6258,Positive,2025-08
at://did:plc:7wyymajb25e6oasujni4gwgj/app.bsky.feed.post/3lwfipnez7223,"The technobillionaires trying to develop ways to keep their body/mind alive at the cost of the environment and the rest of humanity? Nah, F them. Don't give me mealy-mouthed ""but people dying is bad"" when you know very well that this is about billionaires sacrificing you for their longevity.",nhledbetter.bsky.social,2025-08-14 23:31:12.509000+00:00,4,0,0,longevity,-0.2641,Negative,2025-08
at://did:plc:5td7bjruqkkebutki4l4zfav/app.bsky.feed.post/3lwfhrtmjb32d,"The last point is why I had restricted membership to invite-only but I feel that ended up hurting the forum's longevity, so I'd like to make one that's easily open to new users and just commit myself to actively moderating it.",felinewasteland.bsky.social,2025-08-14 23:14:32.462000+00:00,1,1,0,longevity,0.8002,Positive,2025-08
at://did:plc:mbcm7pztmq3ladvqdfcswwam/app.bsky.feed.post/3lwfgdqlll222,Longevity is woke,am-mccarthy.bsky.social,2025-08-14 22:48:47.503000+00:00,1,0,0,longevity,0.0,Neutral,2025-08
at://did:plc:kemjryh5gbuxbzwfilrfv35w/app.bsky.feed.post/3lwffdl4lvj2y,"And if this hit you, join our community Longevity & Sleep Skool. 

We are friends who share what works: Science-backed strategies to reach peak health and vitality—while keeping balance and quality of life.

Come with us: https://www.skool.com/sleepskool/about",sleepdr.bsky.social,2025-08-14 22:30:47.911000+00:00,0,0,0,longevity,0.765,Positive,2025-08
at://did:plc:6vdgoinf4xl7teq4quvhtf5y/app.bsky.feed.post/3lwff74nvuc26,"I draw a clear distinction between the broad goal of improving human well being and longevity, and wanting to live forever even as a singular individual at any cost. I clipped this headline a while back since it felt like a lead-in for an RPG hook, but I thin it makes clear the psychology.",bdowney.bsky.social,2025-08-14 22:28:48.509000+00:00,0,1,0,longevity,0.8126,Positive,2025-08
at://did:plc:zu4tlsik2t33ogco6mntrvkj/app.bsky.feed.post/3lwff4gmqcc2k,"The reality is, it's all Longevity research. The wealthy need a smart-enough AI to manage the systems of the machine bodies they're also long-term investing in, hoping for life-extension/""immortality.

Not a theory. I've met a few of them, heard the discussions.",ugeplex.bsky.social,2025-08-14 22:26:46.903000+00:00,0,0,0,longevity,0.6486,Positive,2025-08
at://did:plc:qclf3gjbpk5lzmkdre55ht3n/app.bsky.feed.post/3lwfezmjsfc2i,Yeah the sad irony of my partner's childhood story is that it does actually prove the longevity and durability of Betamax. Meaning his parents kept it for so long. It just... would not break.,inigopurcell.bsky.social,2025-08-14 22:25:14.804000+00:00,2,1,0,longevity,-0.2732,Negative,2025-08
at://did:plc:gbrrahrhim7pggkzoqkmrntr/app.bsky.feed.post/3lwfdx6jjec2u,"Yes‼️ I attribute that sage advice to my longevity.  

And this as well:",tikatoo14.bsky.social,2025-08-14 22:05:58.106000+00:00,3,0,0,longevity,0.2732,Positive,2025-08
at://did:plc:mbvl7eofeyf5gyeatysd5d2r/app.bsky.feed.post/3lwfdn6p7n325,"Concerns about Pebble's long-term viability persist given its past acquisitions & shutdowns. Yet, the new Pebble Time 2's open-source OS is seen as a crucial safeguard, potentially ensuring community support & longevity regardless of corporate fate. #OpenSource 5/6",hncompanion.com,2025-08-14 22:00:21.309000+00:00,2,1,1,longevity,0.7506,Positive,2025-08
at://did:plc:f5if64khg2duo3it5mxy7y62/app.bsky.feed.post/3lwfdesh2wk2e,10-15% regression is ... Best case... In my humble opinion. The longer the delusion the greater the implosion of the market... My opinion. It never is different this time It's just the longevity of the risk on Love affair that is different.  My opinion.,kootafoot.bsky.social,2025-08-14 21:55:38.905000+00:00,1,0,0,longevity,0.8689,Positive,2025-08
at://did:plc:4r5s3e5z7m4ng5cq3w7nr32x/app.bsky.feed.post/3lwfdbdybnk2y,The weirdest/worst thing isn't even that one is wearing jeans and the other shorts to climb this cliff face. (How the fuck is this our reality? Can I please move to a different one?) (Like one where these are just two grifters yapping with no authority over anything.),windowseat.bsky.social,2025-08-14 21:53:46.507000+00:00,6,3,1,longevity,-0.5362,Negative,2025-08
at://did:plc:kbsu5ccomickuc7bmkl7j6iu/app.bsky.feed.post/3lwfbqjyl5227,"I feel like Timur has the longevity and it can be used all year round, but I just feel like Agha put in a lot more effort. That's a LOT of eyeballs.",dragglesden.bsky.social,2025-08-14 21:26:27.811000+00:00,0,0,0,longevity,0.6124,Positive,2025-08
at://did:plc:4lbmp63nplijtiko4nyikzq2/app.bsky.feed.post/3lwfawqidsc22,"1/5: Status’s identity is built on restraint—clarity, neutrality, and longevity guide every choice. A core wordmark, recurring soundwave pattern, secondary marks, product IDs, and minimal colors form a system that supports the brand’s no-nonsense, audio-first focus.",rp.design,2025-08-14 21:12:12.425000+00:00,0,1,0,longevity,0.3612,Positive,2025-08
at://did:plc:mkky7fu627yxnnskn6ezkdsb/app.bsky.feed.post/3lwfabf2a2c2r,"Cancer. As much as we can find treatments for specific cancers, there's going to be a certain point where the rate of cancer development overwhelms the ability to fight it while keeping the body strong and it becomes a significant plateau to longevity extension.",mpbx3003.bsky.social,2025-08-14 21:00:05.514000+00:00,2,0,0,longevity,-0.6908,Negative,2025-08
at://did:plc:5qglgsj2gdjvbmyfrqnb4lcz/app.bsky.feed.post/3lwfaaf7z222x,Wealth is definitely helpful. I guess we would have to ask about the quality of health to be certain. Some people have longevity in their genes.,genx2024.bsky.social,2025-08-14 20:59:31.007000+00:00,0,0,0,longevity,0.8689,Positive,2025-08
at://did:plc:2m5aykin6m5723isvks2stbj/app.bsky.feed.post/3lwfa2zarjk2i,always crazy when i see posts that lead me to believe that people have forgotten that real race horses are not in fact quirky anime protagonists but instead animals who are bred and raised for speed over health and longevity,spammusub.bsky.social,2025-08-14 20:56:30.710000+00:00,1,1,0,longevity,-0.2846,Negative,2025-08
at://did:plc:35nsb2fqqjeu7emqyumgve2z/app.bsky.feed.post/3lwf7nnveak2w,"no way lol

I'd have been reassured!

I'd be like damn they actually thinking about us
they're future proofing BC they can see this problem happening on other platforms and this is the price of longevity, people won't lose their careers overnight

it's what we gotta do now anyway but without itch",pixeljail.com,2025-08-14 20:49:05.618000+00:00,0,0,0,longevity,0.2284,Positive,2025-08
at://did:plc:l6y5oodxzdsenaolqb4lnwpx/app.bsky.feed.post/3lwf7k3nosc2a,There is something that Trump and most people don't understand and that is if their environment is unfavorable they will choose longevity rather than reproduction. And human Beings on this planet live to interfere with each other's environment. #WAR #HATEFULNESS #INDIFFERANCE,rastone3rd.bsky.social,2025-08-14 20:47:04.305000+00:00,3,0,0,longevity,0.0,Neutral,2025-08
at://did:plc:uykevsuiue2ut2e5wser26uv/app.bsky.feed.post/3lwf6xqhqi224,I don't exactly trust the longevity of a leader who is literally selling entire states.,lady-annabelle.bsky.social,2025-08-14 20:36:49.006000+00:00,3,2,0,longevity,-0.4023,Negative,2025-08
at://did:plc:2zrav4rcsqjxswz6yxo45uiw/app.bsky.feed.post/3lwf6uaudue2s,"Bryan Johnson on missing his sacred bedtime: 

""I woke up the next day, everything was okay and I thought, you know, have I just taken this longevity thing too far?"" 

""The [X] comments… were so good… They're in on it and it's fun.” 
 
Watch the full episode on https://bit.ly/4lwpTUZ.",theinformation.com,2025-08-14 20:34:51.905000+00:00,1,0,0,longevity,-0.0772,Negative,2025-08
at://did:plc:qzutbwewilfbubwxadiokgsj/app.bsky.feed.post/3lwf6bf7o4b2w,"Rob Willette’s “Zero RB” framework in 1QB startups shifts focus early to stability positions (QB/WR/TE), then dives into running backs later—aiming for upside without sacrificing longevity. It’s high reward with controllable risk. -->",dynastyleaguefootball.com,2025-08-14 20:24:16.707000+00:00,0,0,0,longevity,-0.296,Negative,2025-08
at://did:plc:kxu57hzs7hkqinozalbd3tma/app.bsky.feed.post/3lwf4nec7so2u,"This Gigabyte Aero X16 is one of the cheapest RTX 5070-equipped gaming laptops we’ve seen yet

Need a gaming laptop upgrade? If you're looking for lots of power and longevity, I'd recommend getting one of the latest graphics cards with it. Thankfully, you can get just that with this Gigabyte Aero…",u24usa.bsky.social,2025-08-14 19:55:11.004000+00:00,1,0,0,longevity,0.6486,Positive,2025-08
at://did:plc:l6ipghgybphshiwstfkropnc/app.bsky.feed.post/3lwf4mvtixk2j,"Human longevity will possibly (probably?) increase, but we are never going to live forever, and anybody who is telling you that you will is trying to sell you something. Andyone telling you they will live forever is a combo of terrified&morally vacuous",soundingline.bsky.social,2025-08-14 19:54:56.103000+00:00,3,1,0,longevity,0.1655,Positive,2025-08
at://did:plc:yowyv5tzsuywlh6gov7u4abu/app.bsky.feed.post/3lwf4h2kpgk2t,"Humans definitely seem broken. Don't know if it's the overpopulation, Chem trails, poor education, nitrates, high fructose corn syrup, longevity or whatever, but humans just seem broken now.

It's like the entire planet is the island in ""Lord of the Flies"".",rjejr.bsky.social,2025-08-14 19:51:40.507000+00:00,0,0,0,longevity,-0.4854,Negative,2025-08
at://did:plc:bgawmgtc3aczkt2kj72alfji/app.bsky.feed.post/3lwf3xyycrn24,"Did you know Selenium is backed by 342 clinical studies?

Research shows strong evidence for:
• Type 2 Diabetes
• Rheumatoid Arthritis
• Osteoarthritis

More info →
https://amazon.com/dp/B00B5N9IDQ?tag=tackleit-20

#SelfCare #Longevity #SupplementFacts",tackleit.bsky.social,2025-08-14 19:43:14.504000+00:00,0,0,0,longevity,0.5803,Positive,2025-08
at://did:plc:txqfdbj5vfevktykm6qwxbix/app.bsky.feed.post/3lwf3r6texs2i,"Berlin is hosting the Age Forward Lab on May 23, 2025, focusing on aging and longevity. Sounds fascinating — who else is thinking of joining?",shirley1212.bsky.social,2025-08-14 19:39:10.804000+00:00,0,0,0,longevity,0.5423,Positive,2025-08
at://did:plc:ycjk4puibw5be4pu3dww56nt/app.bsky.feed.post/3lwf3lxnmlk25,"Yes, but meds, vaccines and surgical interventions that have become the hallmark of modern day, wealthy westernized countries’ healthCARE system play a pivotal role in increasing longevity.",hellocousin25.bsky.social,2025-08-14 19:36:31.305000+00:00,0,1,0,longevity,0.802,Positive,2025-08
at://did:plc:uxkkusg3qfyuareplexuz3yk/app.bsky.feed.post/3lwf2svakl22c,"Jesmonite stone heart // mounted on blackest black board // hand painted frames // bloodied & varnished for longevity 

Any that make it home with me will get put online next week!",jodiesdicefarm.bsky.social,2025-08-14 19:22:39.827000+00:00,0,0,0,longevity,0.5411,Positive,2025-08
at://did:plc:v4aaanzhiz5nh2nzfkmwdin2/app.bsky.feed.post/3lwf2fq5amc2a,"The fun's not over yet at #ESA2025! Come visit posters by amazing student researchers from the University of Pittsburgh on large-course-based research on ""city steps"" biodiversity and seed longevity of Herbarium specimens! @olivesamsel.bsky.social @athalya-j.bsky.social @iriskeister.bsky.social 🧵",cassie-olmsted.bsky.social,2025-08-14 19:15:31.812000+00:00,9,1,5,longevity,0.658,Positive,2025-08
at://did:plc:fyllsgotumhyh3r42arfsulb/app.bsky.feed.post/3lweztnsa4y2s,"""A human being would certainly not grow to be seventy or eighty years old if this longevity had no meaning for the species."" - C.G.J.",cgjungny.bsky.social,2025-08-14 19:05:01.207000+00:00,1,0,0,longevity,0.0516,Positive,2025-08
at://did:plc:r7gvynfdx3mv4ngmmvwterws/app.bsky.feed.post/3lwezq6raue23,"Rapamycin started as an immune suppressant. Then, researchers uncovered it's side quest: 

> Extending lifespan across species. 

Now, for the first time, this longevity breakthrough is onchain.",moleculexyz.bsky.social,2025-08-14 19:03:04.705000+00:00,0,1,0,longevity,0.296,Positive,2025-08
at://did:plc:ppoirrgbgedz2beuxyyalaqx/app.bsky.feed.post/3lwezorsix32q,"Coolant Bypass Kit For Dodge Ram 5.9L 03-07 MT & Cummins 6.7L 2007.5-18 US-For Dodge Ram owners running Cummins 5.9L or 6.7L engines, especially those who have - https://carpartsmotors.com/engine/car-truck-engine-coolant-hoses/coolant-bypass-kit-for-dodge-ram-5-9l-03-07-mt-cummins-6-7l-2007-5-18-us/",carpartsmotors.com,2025-08-14 19:02:18.209000+00:00,0,0,0,longevity,0.0,Neutral,2025-08
at://did:plc:ppoirrgbgedz2beuxyyalaqx/app.bsky.feed.post/3lwezojpoph2j,"Gates Thermostat To Pipe-2 HVAC Heater Hose for 2006-2009 Chevrolet um-When maintaining or upgrading your 2006-2009 Chevrolet Trailblazer 6.0L V8, choosing the ri- https://carpartsmotors.com/engine/car-truck-engine-coolant-hoses/gates-thermostat-to-pipe-2-hvac-heater-hose-for-2006-2009-chevrolet-um/",carpartsmotors.com,2025-08-14 19:02:09.611000+00:00,0,0,0,longevity,0.0,Neutral,2025-08
at://did:plc:6q2xbo6hr2qrldkzdmj6lo2u/app.bsky.feed.post/3lwezbd3c5k22,"People like Musk don't care about saving lives unless they are profiting off it.  Heck, if you look at how they fund longevity research, they can't get over this need even when it's their own life.",moosewithablanket.bsky.social,2025-08-14 18:54:46.703000+00:00,4,0,0,longevity,0.3553,Positive,2025-08
at://did:plc:bdpfgw7uuapstqyydcazmz2i/app.bsky.feed.post/3lweyxlaops2g,"Also because (to put it in Gillis' terms), spoken and written comms are many orders of magnitude lower in bandwidth than what's needed to convey memory, and longevity would enable building on the foundation of our own memories -- or life's work -- for longer periods, with much less cumulative loss",kevincarson1.bsky.social,2025-08-14 18:49:19.503000+00:00,5,1,2,longevity,-0.4976,Negative,2025-08
at://did:plc:ak6ysjm5bi6jesng57ruv47k/app.bsky.feed.post/3lweyfryazo24,"#Firstpost Do We Really Need Vitamin Supplements? | Vantage with Palki Sharma | N18G

Do We Really Need Vitamin Supplements? | Vantage with Palki Sharma | N18G Vitamin supplements promise to boost your health, energy, and longevity but do they actually work? Despite their popularity and a global…",shibuyaworldnews.bsky.social,2025-08-14 18:39:22.007000+00:00,0,0,0,longevity,0.5387,Positive,2025-08
at://did:plc:ak6ysjm5bi6jesng57ruv47k/app.bsky.feed.post/3lweyeqzk5f2i,"#Firstpost Multivitamin Supplements: Health Hack or Hype? | Vantage with Palki Sharma | N18G

Multivitamin Supplements: Health Hack or Hype? | Vantage with Palki Sharma | N18G Vitamin supplements promise to boost your health, energy, and longevity but do they actually work? Despite their popularity…",shibuyaworldnews.bsky.social,2025-08-14 18:38:47.604000+00:00,0,0,0,longevity,0.6358,Positive,2025-08
at://did:plc:ebmmlqzegtrkqdgbcilg2h4m/app.bsky.feed.post/3lweybm7cpc2r,I know of some great longevity tinctures & elixirs that'd surely help...,thoc.bsky.social,2025-08-14 18:37:05.524000+00:00,2,0,0,longevity,0.7906,Positive,2025-08
at://did:plc:lvwodiqbcwtvas6n4nfpkokt/app.bsky.feed.post/3lweybjxb2227,I want to see a sloshed RFK Jr. explain the concept of a 'longevity turtle'.,surcomplicated.bsky.social,2025-08-14 18:37:00.710000+00:00,1,0,0,longevity,0.0772,Positive,2025-08
at://did:plc:c3akbfmoo5ahr76n7ufwyfnz/app.bsky.feed.post/3lweyaoolb226,Katsuki rolls his eyes at it. Who makes a giant fleshlight that you're not supposed to cum in? He assumes it's some sort of disclaimer to increase the longevity of the doll. Proper cleaning should be more than enough and Katsuki is nothing if not cleanly.,hyuge.bsky.social,2025-08-14 18:36:30.898000+00:00,3,1,0,longevity,0.3182,Positive,2025-08
at://did:plc:7pdzupyqmty3zwcqgi6vc4uf/app.bsky.feed.post/3lwey74d6sk2r,"If ensuring your children and grandchildren live in a free American republic is not enough to make you fight!

Maybe the health and longevity of your children might... maybe??",ifyoucankeepit1787.bsky.social,2025-08-14 18:35:38.407000+00:00,0,0,0,longevity,0.5349,Positive,2025-08
at://did:plc:34gigq533fydhrunaoo24gmr/app.bsky.feed.post/3lwexaxjdw22x,"Turian – Blood Quantum Blues (Review) wp.me/p3zRmN-hnE

Dynamic and infectious, Blood Quantum Blues is a remarkably strong and enjoyable album. It's an essential listen for anyone into song-based heaviness that boasts both hooks and longevity

#metal #metalcore #hardcore #metalsky",wonderboxmetal.bsky.social,2025-08-14 18:18:50.110000+00:00,1,0,0,longevity,0.854,Positive,2025-08
at://did:plc:bgawmgtc3aczkt2kj72alfji/app.bsky.feed.post/3lwex5dgvs72i,"Did you know Selenium is backed by 342 clinical studies?

Research shows strong evidence for:
• Type 2 Diabetes
• Rheumatoid Arthritis
• Osteoarthritis

More info →
https://amazon.com/dp/B079B2PDW1?tag=tackleit-20

#Longevity #Performance #Selenium",tackleit.bsky.social,2025-08-14 18:16:44.509000+00:00,0,0,0,longevity,0.5803,Positive,2025-08
at://did:plc:wylpvumb7y4ufmmy27yu4ojd/app.bsky.feed.post/3lwewm5sij22n,"So while it has a few flaws, I still think Castlevania 2 is a good game.  It's got quite a bit of content and longevity, it's a good challenge and, of course, the atmosphere, visuals and music are up to series standards.  In other words, excellent.",spoonshiro.com,2025-08-14 18:07:08.810000+00:00,2,1,0,longevity,0.8689,Positive,2025-08
at://did:plc:i3zfmiokcyhmpp3xjh24ik54/app.bsky.feed.post/3lwevtvz3gc2x,And longevity stats prove it.  US is #48 our of 100 countries whereas France and Germany rank #13. Nuff said.,newyorkroz.bsky.social,2025-08-14 17:53:36.210000+00:00,0,0,0,longevity,0.0,Neutral,2025-08
at://did:plc:ivo7pq3snewqel4rvl3nmvx3/app.bsky.feed.post/3lwevipb5ys2c,"Read ""You’re Spending Too Much on Longevity. Here’s What Science Says Actually Extends Your Life."" on SmartNews: l.smartnews.com/p-5ZYgoSQ0/U...",artstradamagazine.bsky.social,2025-08-14 17:47:22.710000+00:00,0,0,0,longevity,0.128,Positive,2025-08
at://did:plc:2dzb67caf6ugrzogjoxhwdjo/app.bsky.feed.post/3lweuri33n22q,"Jocasta targets clinical trials of klotho-based therapy in 2026, building on technology licensed from Unity Bio.

longevity.technology/investment/b...

#longevity #biotech #neuro #klotho #cognition #dementia",longevitytech.bsky.social,2025-08-14 17:34:23.506000+00:00,0,0,0,longevity,0.0,Neutral,2025-08
at://did:plc:7757w723nk675bqziinitoif/app.bsky.feed.post/3lweumbxlwk2k,"fair lol

but there is a difference between a distant sort of “eventually we all must die one way or another” sentiment and “i will personally firebomb the longevity clinics should they ever exist” and i’m seeing both takes treated as if they’re the same and attacked as if they’re the same",avengingfemme.bsky.social,2025-08-14 17:31:25.311000+00:00,0,0,0,longevity,-0.8316,Negative,2025-08
at://did:plc:mhruv5xpahfttce53fizlvaq/app.bsky.feed.post/3lwetrtqct22k,Has anyone seen any research on whether *annoying* social contacts improve longevity?,virginiaopossum.bsky.social,2025-08-14 17:16:38.005000+00:00,1,0,0,longevity,0.4404,Positive,2025-08
at://did:plc:x6pzk2hvyym7p4snh3vmwf72/app.bsky.feed.post/3lwetjrv7o22r,What an insult that would be.  I acknowledge there are a lot of KISS haters but their longevity along with their stage presence was legendary.  I seriously doubt that there are many rock stars on the planet that could do what they did night in and night out into their 70s,exasperated2024.bsky.social,2025-08-14 17:12:07.806000+00:00,1,1,0,longevity,-0.7418,Negative,2025-08
at://did:plc:z6ooe4j7tjsqs5tfezcalwvb/app.bsky.feed.post/3lwet3brkqc2w,"August 14 marks Social Security's 90th anniversary - an achievement underscored by both its longevity and the scale of its impact.

Social Security was created during the Great Depression to provide financial security for Americans.

www.newsweek.com/social-secur...",ericsmom2006.bsky.social,2025-08-14 17:04:03.407000+00:00,0,0,0,longevity,0.7351,Positive,2025-08
at://did:plc:ppoirrgbgedz2beuxyyalaqx/app.bsky.feed.post/3lwesy7dwti2p,"Spi WB-000-313 Defender Runners – Simmons-When it comes to enhancing your Simmons skis’ performance and durability, choosing the right wearbar- https://carpartsmotors.com/tools-equipment/snowmobile-parts-find-engine-parts-suspension-parts-accessories-and-more/spi-wb-000-313-defender-runners-simmons/",carpartsmotors.com,2025-08-14 17:02:17.908000+00:00,0,0,0,longevity,0.1027,Positive,2025-08
at://did:plc:2zrav4rcsqjxswz6yxo45uiw/app.bsky.feed.post/3lwesuu6hx52f,"Watch Now: The Information’s TITV

Bryan Johnson, Founder and CEO of Blueprint, on the booming business of longevity; Challenging Nvidia’s AI chip dominance; OpenAI saving Softbank’s Vision Fund 2; and Perplexity’s hunt to acquire other browsers.

Tune in on https://bit.ly/45mNWzt ",theinformation.com,2025-08-14 17:00:25.608000+00:00,0,0,0,longevity,0.5267,Positive,2025-08
at://did:plc:2dzb67caf6ugrzogjoxhwdjo/app.bsky.feed.post/3lwess4pcak2q,"MetaVia CEO says tolerability is key to the long-term success of next-gen obesity drugs if the goal is to improve healthspan.

longevity.technology/news/weight-...

#longevity #biotech #obesity #weightloss #healthspan #GLP1",longevitytech.bsky.social,2025-08-14 16:58:57.212000+00:00,0,0,0,longevity,0.765,Positive,2025-08
